Time,Crime,latitude,longitude
02/01/2021,SEXUAL ABUSE,19.3372899194309,-99.0918365095912
03/01/2021,SEXUAL HARASSMENT,19.3626829265468,-99.1120013595567
04/01/2021,DOMESTIC VIOLENCE,19.2602811939588,-99.1317424603193
04/01/2021,DOMESTIC VIOLENCE,19.4443152036793,-99.1473220304471
03/01/2021,DOMESTIC VIOLENCE,19.3520707773167,-99.0901119596572
03/01/2021,DOMESTIC VIOLENCE,19.387277541034,-99.0468165302168
02/01/2021,DOMESTIC VIOLENCE,19.3299362388572,-99.1748837795756
04/01/2021,DOMESTIC VIOLENCE,19.4588057765428,-99.0999193499022
01/01/2021,DOMESTIC VIOLENCE,19.46752302785,-99.0783329304265
04/01/2021,DOMESTIC VIOLENCE,19.3962399820648,-99.1129488503447
04/01/2021,DOMESTIC VIOLENCE,19.393248838154,-99.0656858704194
01/01/2021,DOMESTIC VIOLENCE,19.2271995016396,-99.1087648304205
04/01/2021,DOMESTIC VIOLENCE,19.4041447907441,-99.1440935397144
04/01/2021,DOMESTIC VIOLENCE,19.4032922303528,-99.146863370127
03/01/2021,DOMESTIC VIOLENCE,19.239281901198,-99.0735880999899
03/01/2021,DOMESTIC VIOLENCE,19.386711211742,-99.1997247898528
04/01/2021,DOMESTIC VIOLENCE,19.3468511028874,-99.1539614801381
04/01/2021,DOMESTIC VIOLENCE,19.5286544678044,-99.1702924703538
02/01/2021,AGAINST SEXUAL INTIMACY,19.4843214285508,-99.1899077703795
04/01/2021,DOMESTIC VIOLENCE,19.2842403457121,-99.0073717796327
04/01/2021,DOMESTIC VIOLENCE,19.4828724473614,-99.0975820299108
01/01/2021,DOMESTIC VIOLENCE,19.3296686109178,-99.0208107199084
01/01/2021,DOMESTIC VIOLENCE,19.3747077617544,-99.2065232997127
04/01/2021,DOMESTIC VIOLENCE,19.2034546984641,-99.09772575022
03/01/2021,DOMESTIC VIOLENCE,19.2540147856569,-99.0552686203922
04/01/2021,DOMESTIC VIOLENCE,19.4514158598909,-99.1583646803496
04/01/2021,DOMESTIC VIOLENCE,19.3021424791487,-99.2599707804142
03/01/2021,DOMESTIC VIOLENCE,19.3963285260242,-99.112954209612
01/01/2021,DOMESTIC VIOLENCE,19.3547594499741,-99.315523920415
04/01/2021,DOMESTIC VIOLENCE,19.2961324036394,-99.263179599712
04/01/2021,AGAINST SEXUAL INTIMACY,19.3839970412045,-99.2013072997583
03/01/2021,DOMESTIC VIOLENCE,19.2791776870448,-99.2103414199402
04/01/2021,DOMESTIC VIOLENCE,19.2782142506411,-99.1998725396401
01/01/2021,SEXUAL ABUSE,19.2493481312484,-99.1298237401208
04/01/2021,DOMESTIC VIOLENCE,19.310061466962,-98.9673542998044
04/01/2021,SEXUAL HARASSMENT,19.3346277335126,-99.1881430097971
04/01/2021,DOMESTIC VIOLENCE,19.2778638921076,-99.2038956295349
04/01/2021,DOMESTIC VIOLENCE,19.4033151688585,-99.1482746599985
03/01/2021,DOMESTIC VIOLENCE,19.1907163568038,-99.0027272703132
01/01/2021,DOMESTIC VIOLENCE,19.4051822026879,-99.0633291000922
04/01/2021,SEXUAL ABUSE,19.4894435901949,-99.072195139921
04/01/2021,DOMESTIC VIOLENCE,19.4750399090157,-99.1192746203873
04/01/2021,DOMESTIC VIOLENCE,19.4013903458607,-99.2045259500213
03/01/2021,DOMESTIC VIOLENCE,19.3413252103524,-99.2602649301816
04/01/2021,DOMESTIC VIOLENCE,19.4658553124349,-99.1897845295984
01/01/2021,DOMESTIC VIOLENCE,19.4657606105687,-99.0668374300095
03/01/2021,DOMESTIC VIOLENCE,19.4577690616037,-99.1803699703851
05/01/2021,SEXUAL ABUSE,19.4205809416051,-99.1779738695498
03/01/2021,DOMESTIC VIOLENCE,19.4876393175273,-99.1970293398895
05/01/2021,DOMESTIC VIOLENCE,19.3057308037481,-99.2362374803541
05/01/2021,SEXUAL ABUSE,19.4101295612991,-99.1338404604058
04/01/2021,DOMESTIC VIOLENCE,19.3558831724918,-99.2377258801087
04/01/2021,DOMESTIC VIOLENCE,19.425708400773,-99.1446201496139
02/01/2021,SEXUAL ABUSE,19.1780019108665,-99.0718451101282
04/01/2021,DOMESTIC VIOLENCE,19.4919910616552,-99.07615777004
05/01/2021,DOMESTIC VIOLENCE,19.4247946885041,-99.1475875703675
04/01/2021,DOMESTIC VIOLENCE,19.4466236237217,-99.1916924703044
04/01/2021,DOMESTIC VIOLENCE,19.3949553788971,-99.0835623399993
04/01/2021,DOMESTIC VIOLENCE,19.3224909433559,-99.0718679099391
02/01/2021,DOMESTIC VIOLENCE,19.4269839915072,-99.0989381101091
03/01/2021,DOMESTIC VIOLENCE,19.3457022283992,-99.2280574102665
01/01/2021,DOMESTIC VIOLENCE,19.2492624541769,-99.1670186097938
05/01/2021,DOMESTIC VIOLENCE,19.4408969095288,-99.0784031197095
05/01/2021,DOMESTIC VIOLENCE,19.4700569314093,-99.1647787397207
04/01/2021,DOMESTIC VIOLENCE,19.4543470902143,-99.0838663304084
05/01/2021,DOMESTIC VIOLENCE,19.4056652338321,-99.2006336202038
01/01/2021,DOMESTIC VIOLENCE,19.2110849023133,-99.2113307104027
05/01/2021,DOMESTIC VIOLENCE,19.4670596112084,-99.1511949199562
05/01/2021,DOMESTIC VIOLENCE,19.4670596112084,-99.1511949199562
05/01/2021,DOMESTIC VIOLENCE,19.423302256313,-99.1241857398372
05/01/2021,SEXUAL HARASSMENT,19.3168415486433,-99.1685253395474
05/01/2021,DOMESTIC VIOLENCE,19.3858041157618,-99.2093284399686
05/01/2021,DOMESTIC VIOLENCE,19.3237210553482,-99.1695653598399
05/01/2021,DOMESTIC VIOLENCE,19.3857706825468,-99.0986376995413
05/01/2021,DOMESTIC VIOLENCE,19.3857706825468,-99.0986376995413
05/01/2021,DOMESTIC VIOLENCE,19.3857706825468,-99.0986376995413
04/01/2021,DOMESTIC VIOLENCE,19.2501837276058,-99.0518054395329
05/01/2021,DOMESTIC VIOLENCE,19.4679404590527,-99.1438543797961
05/01/2021,DOMESTIC VIOLENCE,19.3088970573792,-99.2571508896229
05/01/2021,DOMESTIC VIOLENCE,19.5015556638814,-99.0872436800022
05/01/2021,DOMESTIC VIOLENCE,19.4365958111919,-99.1256019500278
03/01/2021,DOMESTIC VIOLENCE,19.4667872877051,-99.1609722399029
05/01/2021,SEXUAL ABUSE,19.3536108429689,-98.9969712500161
05/01/2021,DOMESTIC VIOLENCE,19.384112327225,-99.102435710389
06/01/2021,SEXUAL HARASSMENT,19.2932974399326,-99.0616272397286
06/01/2021,DOMESTIC VIOLENCE,19.3118701712672,-99.2630839301872
05/01/2021,DOMESTIC VIOLENCE,19.5457554476095,-99.1417904201004
05/01/2021,DOMESTIC VIOLENCE,19.4454016682412,-99.143006800056
05/01/2021,SEXUAL HARASSMENT,19.3223114218415,-99.2365044700629
06/01/2021,DOMESTIC VIOLENCE,19.3689855018535,-99.07008257018
06/01/2021,SEXUAL ABUSE,19.4921063797022,-99.0793485902899
01/01/2021,SEXUAL ABUSE,19.3399622738574,-98.9846172201112
05/01/2021,DOMESTIC VIOLENCE,19.2845082906146,-99.2373481400542
06/01/2021,DOMESTIC VIOLENCE,19.57136550232,-99.1287986900603
06/01/2021,DOMESTIC VIOLENCE,19.3363432040938,-99.2327709498663
05/01/2021,DOMESTIC VIOLENCE,19.4448890256231,-99.1398025695326
03/01/2021,AGAINST SEXUAL INTIMACY,19.2366483407866,-99.1482317403527
06/01/2021,DOMESTIC VIOLENCE,19.4044433104703,-99.0737633403065
05/01/2021,DOMESTIC VIOLENCE,19.3126433141304,-99.051390590468
05/01/2021,DOMESTIC VIOLENCE,19.4577246320801,-99.2085997797695
06/01/2021,DOMESTIC VIOLENCE,19.3786597494034,-99.1654172202546
01/01/2021,DOMESTIC VIOLENCE,19.3538713321244,-99.2340467898594
04/01/2021,DOMESTIC VIOLENCE,19.2072794197648,-99.1585797103998
06/01/2021,DOMESTIC VIOLENCE,19.3840583926155,-99.1024518004736
01/01/2021,DOMESTIC VIOLENCE,19.3886537480482,-99.216306660354
05/01/2021,DOMESTIC VIOLENCE,19.1936087787791,-99.0171262603587
05/01/2021,DOMESTIC VIOLENCE,19.2492037492664,-99.1567075302871
04/01/2021,DOMESTIC VIOLENCE,19.4419907415369,-99.1704773201707
06/01/2021,DOMESTIC VIOLENCE,19.4522573386595,-99.1192736097303
05/01/2021,DOMESTIC VIOLENCE,19.3904607694038,-99.1234937295667
06/01/2021,AGAINST SEXUAL INTIMACY,19.4111320990839,-99.130840300347
06/01/2021,DOMESTIC VIOLENCE,19.4269232003066,-99.1473908695606
05/01/2021,DOMESTIC VIOLENCE,19.3872921140269,-99.0985156596066
06/01/2021,DOMESTIC VIOLENCE,19.3075444836684,-99.169823530087
06/01/2021,DOMESTIC VIOLENCE,19.4885138106922,-99.2016081504153
06/01/2021,DOMESTIC VIOLENCE,19.3146102663577,-99.1676402101473
06/01/2021,DOMESTIC VIOLENCE,19.3791025174141,-99.1659879703498
05/01/2021,DOMESTIC VIOLENCE,19.200828328069,-99.1065180304037
05/01/2021,SEXUAL ABUSE,19.41245280392,-99.0851730097356
05/01/2021,DOMESTIC VIOLENCE,19.3239159593426,-99.2343623896462
06/01/2021,DOMESTIC VIOLENCE,19.2946147432611,-99.0667583003964
06/01/2021,DOMESTIC VIOLENCE,19.4586085182592,-99.1337777696298
06/01/2021,DOMESTIC VIOLENCE,19.5222219825985,-99.1531077796202
03/01/2021,AGAINST SEXUAL INTIMACY,19.4177700195941,-99.1066789601112
04/01/2021,DOMESTIC VIOLENCE,19.3536473588527,-99.3180216104341
06/01/2021,DOMESTIC VIOLENCE,19.4755116906779,-99.1517615300267
06/01/2021,DOMESTIC VIOLENCE,19.4278833963637,-99.0554487702868
05/01/2021,DOMESTIC VIOLENCE,19.3900161967108,-99.0865275304094
06/01/2021,DOMESTIC VIOLENCE,19.4501348581997,-99.1541728397206
04/01/2021,DOMESTIC VIOLENCE,19.467093666774,-99.0841658404407
06/01/2021,DOMESTIC VIOLENCE,19.3140470672763,-99.1681712900326
04/01/2021,DOMESTIC VIOLENCE,19.346829675329,-99.0251210297943
02/01/2021,DOMESTIC VIOLENCE,19.3649628958197,-99.111678600268
04/01/2021,DOMESTIC VIOLENCE,19.3318918122796,-99.1041925495353
05/01/2021,DOMESTIC VIOLENCE,19.2530259654432,-99.0497195700857
06/01/2021,DOMESTIC VIOLENCE,19.4685737717474,-99.1705262700353
06/01/2021,DOMESTIC VIOLENCE,19.3128219383279,-99.1641908898012
06/01/2021,SEXUAL ABUSE,19.2806289856671,-99.0526646399686
06/01/2021,DOMESTIC VIOLENCE,19.3663524540356,-99.2083346802654
06/01/2021,DOMESTIC VIOLENCE,19.3126751210152,-99.1642874495534
06/01/2021,DOMESTIC VIOLENCE,19.5237529782537,-99.15529667988
06/01/2021,DOMESTIC VIOLENCE,19.3266589314269,-99.1371877501404
06/01/2021,SEXUAL ABUSE,19.4742220504348,-99.1269249501331
01/01/2021,DOMESTIC VIOLENCE,19.438277821267,-99.1108712600399
06/01/2021,DOMESTIC VIOLENCE,19.3356214422892,-99.1247335800101
06/01/2021,DOMESTIC VIOLENCE,19.3810444913459,-99.225392859997
07/01/2021,DOMESTIC VIOLENCE,19.5175318157246,-99.1603714202849
07/01/2021,DOMESTIC VIOLENCE,19.4731939186536,-99.1152052596937
06/01/2021,SEXUAL ABUSE,19.4090759117813,-99.121443629648
07/01/2021,DOMESTIC VIOLENCE,19.2849749457465,-99.1324080502325
06/01/2021,DOMESTIC VIOLENCE,19.4104739327447,-99.1500730800205
06/01/2021,DOMESTIC VIOLENCE,19.4980264518597,-99.0955006295857
06/01/2021,DOMESTIC VIOLENCE,19.2736167025987,-99.2272201201603
07/01/2021,DOMESTIC VIOLENCE,19.4654223511006,-99.0771156500682
07/01/2021,SEXUAL ABUSE,19.4523458564937,-99.1955591001321
06/01/2021,DOMESTIC VIOLENCE,19.4869574828632,-99.0848882499287
01/01/2021,DOMESTIC VIOLENCE,19.4568957420147,-99.1087757801723
06/01/2021,DOMESTIC VIOLENCE,19.3385298769936,-99.0690026401788
06/01/2021,DOMESTIC VIOLENCE,19.316585726159,-99.1644175403682
02/01/2021,DOMESTIC VIOLENCE,19.5234595174418,-99.1673187896726
07/01/2021,DOMESTIC VIOLENCE,19.4172596667033,-99.0911094102199
05/01/2021,DOMESTIC VIOLENCE,19.3846712391584,-99.1026755399603
07/01/2021,DOMESTIC VIOLENCE,19.2850034061786,-99.0363845197807
07/01/2021,DOMESTIC VIOLENCE,19.319539232328,-99.1084552603343
06/01/2021,DOMESTIC VIOLENCE,19.5563352805662,-99.1479353599046
07/01/2021,SEXUAL ABUSE,19.3895910583567,-99.1846237295818
07/01/2021,DOMESTIC VIOLENCE,19.4536263020847,-99.1959933897361
07/01/2021,DOMESTIC VIOLENCE,19.4760476227906,-99.0636424696545
07/01/2021,DOMESTIC VIOLENCE,19.2713688556061,-99.1637331001843
06/01/2021,DOMESTIC VIOLENCE,19.2550237833614,-99.1615034896002
07/01/2021,DOMESTIC VIOLENCE,19.2620441519481,-99.1064371204558
06/01/2021,DOMESTIC VIOLENCE,19.3370950358936,-99.1529256102581
06/01/2021,DOMESTIC VIOLENCE,19.3370950358936,-99.1529256102581
07/01/2021,DOMESTIC VIOLENCE,19.2487078009859,-99.1777722497288
07/01/2021,DOMESTIC VIOLENCE,19.3632091132671,-99.1130281997779
07/01/2021,DOMESTIC VIOLENCE,19.440395233317,-99.1366869402895
06/01/2021,DOMESTIC VIOLENCE,19.4762473891583,-99.1567938003946
07/01/2021,DOMESTIC VIOLENCE,19.3694086888719,-99.1434811103653
02/01/2021,DOMESTIC VIOLENCE,19.3959164830064,-99.1168536998868
07/01/2021,DOMESTIC VIOLENCE,19.488708418141,-99.1973324895874
01/01/2021,DOMESTIC VIOLENCE,19.4982736807893,-99.1009814998408
07/01/2021,DOMESTIC VIOLENCE,19.3251345530714,-99.2500851696389
07/01/2021,DOMESTIC VIOLENCE,19.5208051139413,-99.162508699724
07/01/2021,DOMESTIC VIOLENCE,19.3125738726862,-99.232479930132
07/01/2021,SEXUAL ABUSE,19.3948557155974,-99.0520604701736
07/01/2021,SEXUAL ABUSE,19.3615445358604,-99.000173809886
04/01/2021,DOMESTIC VIOLENCE,19.3097778966494,-99.2640683095957
07/01/2021,SEXUAL ABUSE,19.4586729335999,-99.0655446104652
07/01/2021,DOMESTIC VIOLENCE,19.4609339296266,-99.1804102103757
07/01/2021,DOMESTIC VIOLENCE,19.461497168996,-99.1431891895404
03/01/2021,DOMESTIC VIOLENCE,19.4031886741188,-99.1718190904478
07/01/2021,DOMESTIC VIOLENCE,19.4509152725384,-99.1291987899065
01/01/2021,DOMESTIC VIOLENCE,19.2660930326717,-99.2082863996389
07/01/2021,DOMESTIC VIOLENCE,19.4657060241837,-99.1797691604128
08/01/2021,DOMESTIC VIOLENCE,19.3853082069611,-99.0910658196732
07/01/2021,DOMESTIC VIOLENCE,19.3176475689908,-99.0745407299486
08/01/2021,DOMESTIC VIOLENCE,19.2693014071076,-99.2453650403161
08/01/2021,SEXUAL HARASSMENT,19.480290071754,-99.1921542600194
08/01/2021,DOMESTIC VIOLENCE,19.3261131337817,-99.1595345699548
08/01/2021,DOMESTIC VIOLENCE,19.2095866341367,-98.9978713499271
07/01/2021,DOMESTIC VIOLENCE,19.2623733065151,-99.003113060238
07/01/2021,DOMESTIC VIOLENCE,19.387350298438,-99.2160460396591
08/01/2021,DOMESTIC VIOLENCE,19.4643030279684,-99.139825480408
08/01/2021,DOMESTIC VIOLENCE,19.3481271760454,-99.1151529496291
08/01/2021,DOMESTIC VIOLENCE,19.3990067440771,-99.0922817603375
07/01/2021,DOMESTIC VIOLENCE,19.4303897368051,-99.1259565400291
04/01/2021,SEXUAL HARASSMENT,19.3508522520598,-99.2263698600612
05/01/2021,DOMESTIC VIOLENCE,19.1905655501297,-99.1466205204456
01/01/2021,DOMESTIC VIOLENCE,19.318465397262,-99.0499273502565
07/01/2021,DOMESTIC VIOLENCE,19.4525261360431,-99.1963152597748
07/01/2021,DOMESTIC VIOLENCE,19.3644078498525,-99.2979419201486
05/01/2021,DOMESTIC VIOLENCE,19.3847402320152,-99.20408699981
08/01/2021,DOMESTIC VIOLENCE,19.298395414227,-99.2584835001683
08/01/2021,DOMESTIC VIOLENCE,19.3313866295183,-99.2468466001906
07/01/2021,DOMESTIC VIOLENCE,19.372893600954,-99.0215976802573
08/01/2021,DOMESTIC VIOLENCE,19.4393194484798,-99.092829259637
04/01/2021,DOMESTIC VIOLENCE,19.5755011956709,-99.1346418895217
05/01/2021,DOMESTIC VIOLENCE,19.4015736922913,-99.1169810396523
06/01/2021,DOMESTIC VIOLENCE,19.324907030731,-99.0465204604632
05/01/2021,DOMESTIC VIOLENCE,19.2810132264904,-99.0327148103057
05/01/2021,DOMESTIC VIOLENCE,19.3089431382978,-99.0677356999514
07/01/2021,SEXUAL ABUSE,19.4168038668254,-99.1483712195935
05/01/2021,DOMESTIC VIOLENCE,19.4573037194246,-99.1492670802149
06/01/2021,SEXUAL ABUSE,19.2716886412426,-99.2254418098249
07/01/2021,DOMESTIC VIOLENCE,19.3686647625378,-99.0254156301121
08/01/2021,DOMESTIC VIOLENCE,19.2325507764133,-99.1789376703114
06/01/2021,DOMESTIC VIOLENCE,19.2832286792071,-99.2255222795996
08/01/2021,DOMESTIC VIOLENCE,19.4264039780649,-99.1035139596718
05/01/2021,DOMESTIC VIOLENCE,19.477838120371,-99.0841001303562
08/01/2021,AGAINST SEXUAL INTIMACY,19.4327551104218,-99.1492831700423
08/01/2021,DOMESTIC VIOLENCE,19.3130685690017,-99.2601549598691
05/01/2021,DOMESTIC VIOLENCE,19.5183667999305,-99.151949290067
08/01/2021,DOMESTIC VIOLENCE,19.479768606135,-99.0674328798841
08/01/2021,DOMESTIC VIOLENCE,19.3922087106758,-99.0573450898148
08/01/2021,DOMESTIC VIOLENCE,19.3231907975811,-99.1707676595294
07/01/2021,DOMESTIC VIOLENCE,19.3595290113992,-99.2375010303928
08/01/2021,DOMESTIC VIOLENCE,19.3925122716227,-99.097237590239
08/01/2021,DOMESTIC VIOLENCE,19.1908804492976,-99.0205532300411
08/01/2021,DOMESTIC VIOLENCE,19.4615423082691,-99.1368967303353
08/01/2021,DOMESTIC VIOLENCE,19.3459843977567,-98.9895366098852
08/01/2021,SEXUAL ABUSE,19.411438198113,-99.082589599957
08/01/2021,DOMESTIC VIOLENCE,19.3728499958589,-99.20295730005
09/01/2021,DOMESTIC VIOLENCE,19.4963558921994,-99.0694557100924
07/01/2021,DOMESTIC VIOLENCE,19.4356731919321,-99.1687928298333
08/01/2021,DOMESTIC VIOLENCE,19.3821422466982,-99.1194271904254
09/01/2021,DOMESTIC VIOLENCE,19.4702091730414,-99.1088157895784
08/01/2021,DOMESTIC VIOLENCE,19.2233661119106,-99.2066323800708
02/01/2021,DOMESTIC VIOLENCE,19.2731141025034,-99.2449620404226
09/01/2021,DOMESTIC VIOLENCE,19.331073763953,-99.0124104897318
05/01/2021,DOMESTIC VIOLENCE,19.5704233399175,-99.1307827504344
08/01/2021,DOMESTIC VIOLENCE,19.2266681614114,-98.965460710182
09/01/2021,DOMESTIC VIOLENCE,19.4168041127139,-99.0901381601822
09/01/2021,SEXUAL ABUSE,19.4964815475445,-99.0825587499683
08/01/2021,DOMESTIC VIOLENCE,19.2434222542411,-99.1270688898463
08/01/2021,DOMESTIC VIOLENCE,19.3098102435073,-99.2693416802261
09/01/2021,DOMESTIC VIOLENCE,19.3348162917243,-99.2091005695407
